codigo,descricao
D33.1,"Neoplasia Benigna do Encéfalo, Infratentorial"
D33.2,"Neoplasia Benigna do Encéfalo, Não Especificado"
D33.3,Neoplasia Benigna Dos Nervos Cranianos
D33.4,Neoplasia Benigna da Medula Espinhal
D33.7,Neoplasia Benigna de Outras Partes Especificadas do Sistema Nervoso Central
D33.9,"Neoplasia Benigna do Sistema Nervoso Central, Não Especificado"
D34,Neoplasia Benigna da Glândula Tireóide
D35,Neoplasia Benigna de Outras Glândulas Endócrinas e Das Não Especificadas
D35.0,Neoplasia Benigna da Glândula Supra-renal (adrenal)
D35.1,Neoplasia Benigna da Glândula Paratireóide
D35.2,Neoplasia Benigna da Glândula Hipófise (pituitária)
D35.3,Neoplasia Benigna do Conduto Craniofaríngeo
D35.4,Neoplasia Benigna da Glândula Pineal
D35.5,Neoplasia Benigna do Corpo Carotídeo
D35.6,Neoplasia Benigna Dos Corpos Aórticos e Outros Paragânglios
D35.7,Neoplasia Benigna de Outras Glândulas Endócrinas Especificadas
D35.8,Neoplasia Benigna Com Comprometimento Pluriglandular
D35.9,"Neoplasia Benigna de Glândula Endócrina, Não Especificada"
D36,Neoplasia Benigna de Outras Localizações e de Localizações Não Especificadas
D36.0,Neoplasia Benigna Dos Gânglios Linfáticos (linfonodos)
D36.1,Neoplasia Benigna Dos Nervos Periféricos e Sistema Nervoso Autônomo
D36.7,Neoplasia Benigna de Outras Localizações Especificadas
D36.9,Neoplasia Benigna de Localização Não Especificada
D37,Neoplasia de Comportamento Incerto ou Desconhecido da Cavidade Oral e Dos Órgãos Digestivos
D37.0,"Neoplasia de Comportamento Incerto ou Desconhecido do Lábio, Cavidade Oral e Faringe"
D37.1,Neoplasia de Comportamento Incerto ou Desconhecido do Estômago
D37.2,Neoplasia de Comportamento Incerto ou Desconhecido do Intestino Delgado
D37.3,Neoplasia de Comportamento Incerto ou Desconhecido do Apêndice
D37.4,Neoplasia de Comportamento Incerto ou Desconhecido Dos Cólons
D37.5,Neoplasia de Comportamento Incerto ou Desconhecido do Reto
D37.6,"Neoplasia de Comportamento Incerto ou Desconhecido do Fígado, Vesícula Biliar e Vias Biliares"
D37.7,Neoplasia de Comportamento Incerto ou Desconhecido de Outros Órgãos Digestivos
D37.9,"Neoplasia de Comportamento Incerto ou Desconhecido de Órgão Digestivo, Não Especificado"
D38,Neoplasia de Comportamento Incerto ou Desconhecido do Ouvido Médio e Dos Órgãos Respiratórios e Intratorácicos
D38.0,Neoplasia de Comportamento Incerto ou Desconhecido da Laringe
D38.1,"Neoplasia de Comportamento Incerto ou Desconhecido da Traquéia, Brônquios e Pulmão"
D38.2,Neoplasia de Comportamento Incerto ou Desconhecido da Pleura
D38.3,Neoplasia de Comportamento Incerto ou Desconhecido do Mediastino
D38.4,Neoplasia de Comportamento Incerto ou Desconhecido do Timo
D38.5,Neoplasia de Comportamento Incerto ou Desconhecido de Outros Órgãos Respiratórios
D38.6,"Neoplasia de Comportamento Incerto ou Desconhecido de Órgão Respiratório, Não Especificado"
D39,Neoplasia de Comportamento Incerto ou Desconhecido Dos Órgãos Genitais Femininos
D39.0,Neoplasia de Comportamento Incerto ou Desconhecido do Útero
D39.1,Neoplasia de Comportamento Incerto ou Desconhecido do Ovário
D39.2,Neoplasia de Comportamento Incerto ou Desconhecido da Placenta
D39.7,Neoplasia de Comportamento Incerto ou Desconhecido de Outros Órgãos Genitais Femininos
D39.9,"Neoplasia de Comportamento Incerto ou Desconhecido de Órgão Genital Feminino, Não Especificado"
D40,Neoplasia de Comportamento Incerto ou Desconhecido Dos Órgãos Genitais Masculinos
D40.0,Neoplasia de Comportamento Incerto ou Desconhecido da Próstata
D40.1,Neoplasia de Comportamento Incerto ou Desconhecido do Testículo
D40.7,Neoplasia de Comportamento Incerto ou Desconhecido de Outros Órgãos Genitais Masculinos
D40.9,"Neoplasia de Comportamento Incerto ou Desconhecido de Órgão Genital Masculino, Não Especificado"
D41,Neoplasia de Comportamento Incerto ou Desconhecido Dos Órgãos Urinários
D41.0,Neoplasia de Comportamento Incerto ou Desconhecido do Rim
D41.1,Neoplasia de Comportamento Incerto ou Desconhecido da Pelve Renal
D41.2,Neoplasia de Comportamento Incerto ou Desconhecido do Ureter
D41.3,Neoplasia de Comportamento Incerto ou Desconhecido da Uretra
D41.4,Neoplasia de Comportamento Incerto ou Desconhecido da Bexiga
D41.7,Neoplasia de Comportamento Incerto ou Desconhecido de Outros Órgãos Urinários
D41.9,"Neoplasia de Comportamento Incerto ou Desconhecido de Órgão Urinário, Não Especificado"
D42,Neoplasia de Comportamento Incerto ou Desconhecido Das Meninges
D42.0,Neoplasia de Comportamento Incerto ou Desconhecido Das Meninges Cerebrais
D42.1,Neoplasia de Comportamento Incerto ou Desconhecido Das Meninges Espinhais
D42.9,Neoplasia de Comportamento Incerto ou Desconhecido de Meninges Não Especificadas
D43,Neoplasia de Comportamento Incerto ou Desconhecido do Encéfalo e do Sistema Nervoso Central
D43.0,"Neoplasia de Comportamento Incerto ou Desconhecido do Encéfalo, Supratentorial"
D43.1,"Neoplasia de Comportamento Incerto ou Desconhecido do Encéfalo, Infratentorial"
D43.2,"Neoplasia de Comportamento Incerto ou Desconhecido do Encéfalo, Não Especificado"
D43.3,Neoplasia de Comportamento Incerto ou Desconhecido Dos Nervos Cranianos
D43.4,Neoplasia de Comportamento Incerto ou Desconhecido da Medula Espinhal
D43.7,Neoplasia de Comportamento Incerto ou Desconhecido de Outras Partes do Sistema Nervoso Central
D43.9,"Neoplasia de Comportamento Incerto ou Desconhecido do Sistema Nervoso Central, Não Especificado"
D44,Neoplasia de Comportamento Incerto ou Desconhecido Das Glândulas Endócrinas
D44.0,Neoplasia de Comportamento Incerto ou Desconhecido da Glândula Tireóide
D44.1,Neoplasia de Comportamento Incerto ou Desconhecido da Glândula Supra-renal (adrenal)
D44.2,Neoplasia de Comportamento Incerto ou Desconhecido da Glândula Paratireóide
D44.3,Neoplasia de Comportamento Incerto ou Desconhecido da Glândula Hipófise (pituitária)
D44.4,Neoplasia de Comportamento Incerto ou Desconhecido do Conduto Craniofaríngeo
D44.5,Neoplasia de Comportamento Incerto ou Desconhecido da Glândula Pineal
D44.6,Neoplasia de Comportamento Incerto ou Desconhecido do Corpo Carotídeo
D44.7,Neoplasia de Comportamento Incerto ou Desconhecido Dos Corpos Aórticos e Outros Paragânglios
D44.8,Neoplasia de Comportamento Incerto ou Desconhecido Com Comprometimento Pluriglandular
D44.9,"Neoplasia de Comportamento Incerto ou Desconhecido de Glândula Endócrina, Não Especificada"
D45,Policitemia Vera
D46,Síndromes Mielodisplásicas
D46.0,Anemia Refratária Sem Sideroblastos
D46.1,Anemia Refratária Com Sideroblastos
D46.2,Anemia Refratária Com Excesso de Blastos
D46.3,Anemia Refratária Com Excesso de Blastos Com Transformação
D46.4,"Anemia Refratária, Não Especificada"
D46.7,Outras Síndromes Mielodisplásicas
D46.9,"Síndrome Mielodisplásica, Não Especificada"
D47,"Outras Neoplasias de Comportamento Incerto ou Desconhecido Dos Tecidos Linfático, Hematopoético e Tecidos Correlatos"
D47.0,Tumores de Comportamento Incerto ou Desconhecido de Mastócitos e Células Histiocíticas
D47.1,Doença Mieloproliferativa Crônica
D47.2,Gamopatia Monoclonal
D47.3,Trombocitemia Essencial (hemorrágica)
D47.7,"Outras Neoplasias Especificadas de Comportamento Incerto ou Desconhecido Dos Tecidos Linfático, Hematopoético e Tecidos Relacionados"
D47.9,"Neoplasia de Comportamento Incerto ou Desconhecido Dos Tecidos Linfático, Hematopoético e Tecidos Correlatos, Não Especificada"
D48,Neoplasia de Comportamento Incerto ou Desconhecido de Outras Localizações e de Localizações Não Especificadas
D48.0,Neoplasia de Comportamento Incerto ou Desconhecido Dos Ossos e Cartilagens Articulares
D48.1,Neoplasia de Comportamento Incerto ou Desconhecido do Tecido Conjuntivo e Outros Tecidos Moles
D48.2,Neoplasia de Comportamento Incerto ou Desconhecido Dos Nervos Periféricos e do Sistema Nervoso Periférico
D48.3,Neoplasia de Comportamento Incerto ou Desconhecido do Retroperitônio
D48.4,Neoplasia de Comportamento Incerto ou Desconhecido do Peritônio
D48.5,Neoplasia de Comportamento Incerto ou Desconhecido da Pele
D48.6,Neoplasia de Comportamento Incerto ou Desconhecido da Mama
D48.7,Neoplasia de Comportamento Incerto ou Desconhecido de Outras Localizações Especificadas
D48.9,Neoplasia de Comportamento Incerto ou Desconhecido Sem Outra Especificação
D50,Anemia Por Deficiência de Ferro
D50.0,Anemia Por Deficiência de Ferro Secundária à Perda de Sangue (crônica)
D50.1,Disfagia Sideropênica
D50.8,Outras Anemias Por Deficiência de Ferro
D50.9,Anemia Por Deficiência de Ferro Não Especificada
D51,Anemia Por Deficiência de Vitamina B12
D51.0,Anemia Por Deficiência de Vitamina B12 Devida à Deficiência de Fator Intrínseco
D51.1,Anemia Por Deficiência de Vitamina B12 Devida à Má-absorção Seletiva de Vitamina B12 Com Proteinúria
D51.2,Deficiência de Transcobalamina II
D51.3,Outras Anemias Por Deficiência de Vitamina B12 na Dieta
D51.8,Outras Anemias Por Deficiência de Vitamina B12
D51.9,Anemia Por Deficiência de Vitamina B12 Não Especificada
D52,Anemia Por Deficiência de Folato
D52.0,Anemia Por Deficiência de Folato na Dieta
D52.1,Anemia Por Deficiência de Folato Induzida Por Drogas
D52.8,Outras Anemias Por Deficiência de Folato
D52.9,Anemia Por Deficiência de Folato Não Especificada
D53,Outras Anemias Nutricionais
D53.0,Anemia Por Deficiência de Proteínas
D53.1,Outras Anemias Megaloblásticas Não Classificadas em Outras Partes
D53.2,Anemia Escorbútica
D53.8,Outras Anemias Nutricionais Especificadas
D53.9,Anemia Nutricional Não Especificada
D55,Anemia Devida a Transtornos Enzimáticos
D55.0,Anemia Devida à Deficiência de Glicose-6-fosfato-desidrogenase (G-6-PD)
D55.1,Anemia Devida a Outros Transtornos do Metabolismo do Glutation
D55.2,Anemia Devida a Transtornos Das Enzimas Glicolíticas
D55.3,Anemia Devida a Transtornos do Metabolismo de Nucleotídios
D55.8,Outras Anemias Devidas a Transtornos Enzimáticos
D55.9,Anemia Devida a Transtorno Enzimático Não Especificada
D56,Talassemia
D56.0,Talassemia Alfa
D56.1,Talassemia Beta
D56.2,Talassemia Delta-beta
D56.3,Estigma Talassêmico
D56.4,Persistência Hereditária de Hemoglobina Fetal
D56.8,Outras Talassemias
D56.9,Talassemia Não Especificada
D57,Transtornos Falciformes
D57.0,Anemia Falciforme Com Crise
D57.1,Anemia Falciforme Sem Crise
D57.2,Transtornos Falciformes Heterozigóticos Duplos
D57.3,Estigma Falciforme
D57.8,Outros Transtornos Falciformes
D58,Outras Anemias Hemolíticas Hereditárias
D58.0,Esferocitose Hereditária
D58.1,Eliptocitose Hereditária
D58.2,Outras Hemoglobinopatias
D58.8,Outras Anemias Hemolíticas Hereditárias Especificadas
D58.9,Anemia Hemolítica Hereditária Não Especificada
D59,Anemia Hemolítica Adquirida
D59.0,Anemia Hemolítica Auto-imune Induzida Por Droga
D59.1,Outras Anemias Hemolíticas Auto-imunes
D59.2,Anemia Hemolítica Não-auto-imune Induzida Por Drogas
D59.3,Síndrome Hemolítico-urêmica
D59.4,Outras Anemias Hemolíticas Não-autoimunes
D59.5,Hemoglobinúria Paroxística Noturna (Marchiafava-Micheli)
D59.6,Hemoglobinúria Devida à Hemólise Por Outras Causas Externas
D59.8,Outras Anemias Hemolíticas Adquiridas
D59.9,Anemia Hemolítica Adquirida Não Especificada
D60,"Aplasia Pura da Série Vermelha, Adquirida (eritroblastopenia)"
D60.0,Aplasia Pura Adquirida Crônica da Série Vermelha
D60.1,Aplasia Pura Adquirida Transitória da Série Vermelha
D60.8,Outras Aplasias Puras Adquiridas da Série Vermelha
D60.9,"Aplasia Pura Adquirida, Não Especificada, da Série Vermelha"
D61,Outras Anemias Aplásticas
D61.0,Anemia Aplástica Constitucional
D61.1,Anemia Aplástica Induzida Por Drogas
D61.2,Anemia Aplástica Devida a Outros Agentes Externos
D61.3,Anemia Aplástica Idiopática
D61.8,Outras Anemias Aplásticas Especificadas
D61.9,Anemia Aplástica Não Especificada
D62,Anemia Aguda Pós-hemorrágica
D63,Anemia em Doenças Crônicas Classificadas em Outra Parte
D63.0,Anemia em Neoplasias
D63.8,Anemia em Outras Doenças Classificadas em Outra Parte
D64,Outras Anemias
D64.0,Anemia Sideroblástica Hereditária
D64.1,Anemia Sideroblástica Secundária a Doença
D64.2,Anemia Sideroblástica Secundária ao Uso de Drogas e a Toxinas
D64.3,Outras Anemias Sideroblásticas
D64.4,Anemia Diseritropoética Congênita
D64.8,Outras Anemias Especificadas
D64.9,Anemia Não Especificada
D65,Coagulação Intravascular Disseminada (síndrome de Desfibrinação)
D66,Deficiência Hereditária do Fator VIII
D67,Deficiência Hereditária do Fator IX
D68,Outros Defeitos da Coagulação
D68.0,Doença de Von Willebrand
D68.1,Deficiência Hereditária de Fator XI
D68.2,Deficiência Hereditária de Outros Fatores de Coagulação
D68.3,Transtorno Hemorrágico Devido a Anticoagulantes Circulantes
D68.4,Deficiência Adquirida de Fator de Coagulação
D68.8,Outros Defeitos Especificados da Coagulação
D68.9,Defeito de Coagulação Não Especificado
D69,Púrpura e Outras Afecções Hemorrágicas
D69.0,Púrpura Alérgica
D69.1,Defeitos Qualitativos Das Plaquetas
D69.2,Outras Púrpuras Não-trombocitopênicas
D69.3,Púrpura Trombocitopênica Idiopática
D69.4,Outra Trombocitopenia Primária
D69.5,Trombocitopenia Secundária
D69.6,Trombocitopenia Não Especificada
D69.8,Outras Afecções Hemorrágicas Especificadas
D69.9,Afecção Hemorrágica Não Especificada
D70,Agranulocitose
D71,Transtornos Funcionais Dos Neutrófilos Polimorfonucleares
D72,Outros Transtornos Dos Glóbulos Brancos
D72.0,Anomalias Genéticas Dos Leucócitos
D72.1,Eosinofilia
D72.8,Outros Transtornos Especificados Dos Glóbulos Brancos
D72.9,Transtornos Não Especificados Dos Glóbulos Brancos
D73,Doenças do Baço
D73.0,Hipoesplenismo
D73.1,Hiperesplenismo
D73.2,Esplenomegalia Congestiva Crônica
D73.3,Abscesso do Baço
D73.4,Cisto do Baço
D73.5,Infarto do Baço
D73.8,Outras Doenças do Baço
D73.9,Doença Não Especificada do Baço
D74,Metemoglobinemia
D74.0,Metemoglobinemia Congênita
D74.8,Outras Metemoglobinemias
D74.9,Metemoglobinemia Não Especificada
D75,Outras Doenças do Sangue e Dos Órgãos Hematopoéticos
D75.0,Eritrocitose Familiar
D75.1,Policitemia Secundária
D75.2,Trombocitose Essencial
D75.8,Outras Doenças Especificadas do Sangue e Dos Órgãos Hematopoéticos
D75.9,Doença Não Especificada do Sangue e Dos Órgãos Hematopoéticos
D76,Algumas Doenças Que Envolvem o Tecido Linforreticular e o Sistema Reticulohistiocítico
D76.0,Histiocitose Das Células de Langerhans Não Classificadas em Outra Parte
D76.1,Linfohistiocitose Hemofagocítica
D76.2,Síndrome Hematofagocítica Associada à Infecção
D76.3,Outras Síndromes Histiocíticas
D77,Outros Transtornos do Sangue e Dos Órgãos Hematopoéticos em Doenças Classificadas em Outra Parte
D80,Imunodeficiência Com Predominância de Defeitos de Anticorpos
D80.0,Hipogamaglobulinemia Hereditária
D80.1,Hipogamaglobulinemia Não Familiar
D80.2,Deficiência Seletiva de Imunoglobulina A (IgA)
D80.3,Deficiência Seletiva de Subclasses de Imunoglobulina G (IgG)
D80.4,Deficiência Seletiva de Imunoglobulina M (IgM)
D80.5,Imunodeficiência Com Aumento de Imunoglobulina M (IgM)
D80.6,Deficiência de Anticorpos Com Imunoglobulinas Próximas do Normal ou Com Hiperimunoglobulinemia
D80.7,Hipogamaglobulinemia Transitória da Infância
D80.8,Outras Imunodeficiências Com Predominância de Defeitos de Anticorpos
D80.9,Imunodeficiência Não Especificada Com Predominância de Defeitos de Anticorpos
D81,Deficiências Imunitárias Combinadas
D81.0,Imunodeficiência Combinada Grave (SCID) Com Disgenesia Reticular
D81.1,Imunodeficiência Combinada Grave (SCID) Com Números Baixos de Células T e B
D81.2,Imunodeficiência Combinada Grave (SCID) Com Números Baixos ou Normais de Células B
D81.3,Deficiência de Adenosina-deaminase (ADA)
D81.4,Síndrome de Nezelof
D81.5,Deficiência de Purina-nucleosídeo Fosforilase (PNP)
D81.6,Deficiência Major Classe I do Complexo de Histocompatibilidade
D81.7,Deficiência Major Classe II do Complexo de Histocompatibilidade
D81.8,Outras Deficiências Imunitárias Combinadas
D81.9,Deficiências Imunitárias Combinadas Não Especificadas
D82,"Imunodeficiência Associada Com Outros Defeitos ""major"""
D82.0,Síndrome de Wiskott-Aldrich
D82.1,Síndrome de Di George
D82.2,Imunodeficiência Com Encurtamento de Membros
D82.3,Imunodeficiência Que se Segue à Resposta Hereditária Defeituosa ao Vírus de Epstein-Barr (EB)
D82.4,Síndrome da Hiperimunoglobulina E (IgE)
D82.8,"Imunodeficiências Associadas Com Outros Defeitos ""major"" Especificados"
D82.9,"Imunodeficiência Associada Com Defeitos ""major"" Não Especificados"
D83,Imunodeficiência Comum Variável
D83.0,Imunodeficiência Comum Variável Com Predominância de Anormalidades do Número e da Função Das Células B
D83.1,Imunodeficiência Comum Variável Com Predominância de Transtornos Imunorregulatórios de Células T
D83.2,Imunodeficiência Comum Variável Com Auto-anticorpos às Células B ou T
D83.8,Outras Imunodeficiências Comuns Variáveis
D83.9,Imunodeficiência Comum Variável Não Especificada
D84,Outras Imunodeficiências
D84.0,Defeito do Antígeno-1 da Função de Linfócito (LFA-1)
D84.1,Defeitos no Sistema Complemento
D84.8,Outras Imunodeficiências Especificadas
D84.9,Imunodeficiência Não Especificada
D86,Sarcoidose
D86.0,Sarcoidose do Pulmão
D86.1,Sarcoidose Dos Gânglios Linfáticos
D86.2,Sarcoidose do Pulmão Com Sarcoidose Dos Gânglios Linfáticos
D86.3,Sarcoidose da Pele
D86.8,Sarcoidose de Outros Locais Especificados e Locais Combinados
D86.9,Sarcoidose Não Especificada
D89,Outros Transtornos Que Comprometem o Mecanismo Imunitário Não Classificados em Outra Parte
D89.0,Hipergamaglobulinemia Policlonal
D89.1,Crioglobulinemia
D89.2,Hipergamaglobulinemia Não Especificada
D89.8,Outros Transtornos Especificados Que Comprometem o Mecanismo Imunitário Não Classificados em Outra Parte
D89.9,Transtornos Não Especificados Que Comprometem o Mecanismo Imunitário
E00,Síndrome de Deficiência Congênita de Iodo
E00.0,Síndrome da Deficiência Congênita de Iodo do Tipo Neurológico
E00.1,Síndrome da Deficiência Congênita de Iodo do Tipo Mixedematoso
E00.2,Síndrome da Deficiência Congênita de Iodo do Tipo Misto
E00.9,"Síndrome da Deficiência Congênita de Iodo, Não Especificada"
E01,"Transtornos Tireoidianos e Afecções Associadas, Relacionados à Deficiência de Iodo"
E01.0,Bócio (endêmico) Difuso Por Deficiência de Iodo
E01.1,Bócio (endêmico) Multinodular Por Deficiência de Iodo
E01.2,"Bócio (endêmico) Não Especificado, Por Deficiência de Iodo"
E01.8,"Outros Transtornos Tireoidianos e Afecções Associadas, Relacionados Com a Deficiência de Iodo"
E02,Hipotireoidismo Subclínico Por Deficiência de Iodo
E03,Outros Hipotireoidismos
E03.0,Hipotireoidismo Congênito Com Bócio Difuso
E03.1,Hipotireoidismo Congênito Sem Bócio
E03.2,Hipotireoidismo Devido a Medicamentos e Outras Substâncias Exógenas
